L?penr	Vassdrag	Lokalitets-ID	Lokalitet	Dato	pH	Ca	Turbiditet	SiO2	TOC	POC	DOC	TotP	TotN	NH4	NO3	TON	As	Pb	Cd	Cu	Cr	Ni	Zn	abs_254 nm	abs_285 nm	abs_365 nm	abs_410 nm
2473	Modalselva	064-28997	Melva, utl?p fjorden (VK1)	16.10.2023	6.3	0.31																					
2474	Modalselva	064-28997	Melva, utl?p fjorden (VK1)	30.10.2023	5.7	0.33		0.86	1.2			2	74		48												
2475	Modalselva	064-28997	Melva, utl?p fjorden (VK1)	13.11.2023	6.2	0.37																					
2476	Modalselva	064-28997	Melva, utl?p fjorden (VK1)	27.11.2023	6	0.3																					
2477	Modalselva	064-28997	Melva, utl?p fjorden (VK1)	04.12.2023	6.2	0.8		0.79	0.72			2	61		50												
2478	Modalselva	064-28997	Melva, utl?p fjorden (VK1)	18.12.2023	6.1	0.72																					
2479	Modalselva	064-28997	Melva, utl?p fjorden (VK1)	01.01.2024	6.3	0.98		1.1	0.79			2	110		92												
2480	Modalselva	064-28997	Melva, utl?p fjorden (VK1)	15.01.2024	6.3	0.83																					
2481	Modalselva	064-28997	Melva, utl?p fjorden (VK1)	29.01.2024	6.1	0.88		0.94	0.93			2	120		85												
2482	Modalselva	064-28997	Melva, utl?p fjorden (VK1)	12.02.2024	6.4	0.74																					
2483	Modalselva	064-28997	Melva, utl?p fjorden (VK1)	19.02.2024	6.3	0.9																					
2484	Modalselva	064-28997	Melva, utl?p fjorden (VK1)	26.02.2024	6.2	1		1.3	0.94			2	120		120												
2485	Modalselva	064-28997	Melva, utl?p fjorden (VK1)	04.03.2024	6.3	0.95																					
2486	Modalselva	064-28997	Melva, utl?p fjorden (VK1)	11.03.2024	6.3	0.91																					
2487	Modalselva	064-28997	Melva, utl?p fjorden (VK1)	18.03.2024	6.4	0.96																					
2488	Modalselva	064-28997	Melva, utl?p fjorden (VK1)	25.03.2024	6.5	1.3																					
2489	Modalselva	064-28997	Melva, utl?p fjorden (VK1)	02.04.2024	6.4	1.1		1.1	0.68			2	89		73												
2490	Modalselva	064-28997	Melva, utl?p fjorden (VK1)	08.04.2024	6.3	0.86																					
2491	Modalselva	064-28997	Melva, utl?p fjorden (VK1)	15.04.2024	6.4	0.95			0.99																		
2492	Modalselva	064-28997	Melva, utl?p fjorden (VK1)	22.04.2024	6.3	0.91			0.98																		
2493	Modalselva	064-28997	Melva, utl?p fjorden (VK1)	29.04.2024	6.3	0.9		0.96	0.57			2	88		63												
2494	Modalselva	064-28997	Melva, utl?p fjorden (VK1)	06.05.2024	6.4	0.78			0.66																		
2495	Modalselva	064-28997	Melva, utl?p fjorden (VK1)	13.05.2024	6.8	1.1			0.77																		
2496	Modalselva	064-28997	Melva, utl?p fjorden (VK1)	21.05.2024	6.1	0.43			0.57																		
2497	Modalselva	064-28997	Melva, utl?p fjorden (VK1)	27.05.2024	6.5	0.9			0.77																		
2498	Modalselva	064-28997	Melva, utl?p fjorden (VK1)	03.06.2024	6.5	0.97		0.62	0.58			2	60		29												
2499	Modalselva	064-28997	Melva, utl?p fjorden (VK1)	17.06.2024	6.9	0.85																					
2500	Modalselva	064-28997	Melva, utl?p fjorden (VK1)	01.07.2024	6.1	0.48		0.56	0.72			2	68		24												
2501	Modalselva	064-28997	Melva, utl?p fjorden (VK1)	15.07.2024	6.7	0.37																					
2502	Modalselva	064-28997	Melva, utl?p fjorden (VK1)	29.07.2024	6.2	0.46		0.79	1.1			2	40		31												
2503	Modalselva	064-28997	Melva, utl?p fjorden (VK1)	12.08.2024	6.3	0.32																					
2504	Modalselva	064-28997	Melva, utl?p fjorden (VK1)	27.08.2024	6	0.29																					
2505	Modalselva	064-28997	Melva, utl?p fjorden (VK1)	02.09.2024	5.9	0.38		0.81	1.1			2	66		29												
2506	Modalselva	064-28997	Melva, utl?p fjorden (VK1)	16.09.2024	6	0.32																					
2507	Modalselva	064-28997	Melva, utl?p fjorden (VK1)	30.09.2024	5.9	0.29		0.73	1.1			2	65		34												
2508	Modalselva	064-28997	Melva, utl?p fjorden (VK1)	14.10.2024	6.1	0.25																					
2509	Modalselva	064-28997	Melva, utl?p fjorden (VK1)	28.10.2024	5.7	0.38		0.94	1.2			2	80		52												
2510	Modalselva	064-28997	Melva, utl?p fjorden (VK1)	01.11.2024	5.8	0.29		0.77	1.2			2.8	86		49												
2511	Modalselva	064-28997	Melva, utl?p fjorden (VK1)	11.11.2024	6	0.27																					
2512	Modalselva	064-28997	Melva, utl?p fjorden (VK1)	25.11.2024	6.1	0.37																					
2513	Modalselva	064-28997	Melva, utl?p fjorden (VK1)	02.12.2024	5.8	0.4		0.75	1.2			4.3	110		42												
2514	Modalselva	064-28997	Melva, utl?p fjorden (VK1)	16.12.2024	6.4	0.61																					
2515	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	07.01.2019	6.04	0.56		0.85	2.6			3	130		73												
2516	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	14.01.2019	6.06	0.5																					
2517	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	04.02.2019	6.26	0.84		0.92	2.5			2	130		82												
2518	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	11.02.2019	6.13	0.7																					
2519	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	18.02.2019	6	0.6																					
2520	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	25.02.2019	6.04	0.56																					
2521	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	04.03.2019	6.14	0.54		0.86	2.5			2	140		77												
2522	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	11.03.2019	6.19	0.65																					
2523	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	18.03.2019	6.32	0.68																					
2524	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	25.03.2019	6.33	0.74																					
2525	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	01.04.2019	6.55	0.76		0.65	3.3			2	94		90												
2526	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	08.04.2019	6.63	0.83																					
2527	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	15.04.2019	6.36	0.7																					
2528	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	22.04.2019	6.4	0.81																					
2529	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	29.04.2019	6.42	0.91																					
2530	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	06.05.2019	6.69	0.94		0.42	5.1			2	100		40												
2531	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	09.05.2019																							
2532	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	13.05.2019	6.47	0.93																					
2533	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	20.05.2019	6.64	1.21																					
2534	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	27.05.2019	6.49	1.05																					
2535	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	03.06.2019	6.52	0.98		0.67	4.5			2	110		50												
2536	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	17.06.2019	6.77	0.96																					
2537	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	01.07.2019	6.44	0.89		0.6	4.3			4	140		50												
2538	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	15.07.2019	6.73	0.92																					
2539	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	29.07.2019	6.48	0.9																					
2540	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	05.08.2019	6.45	0.61		0.42	5			4	140		20												
2541	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	12.08.2019	6.32	0.69																					
2542	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	26.08.2019	6.45	0.92																					
2543	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	02.09.2019	6.43	0.84		0.94	5			3	180		40												
2544	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	30.09.2019	6.32	0.85		0.86	3.5			3	120		60												
2545	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	04.11.2019	6.21	0.72		0.98	3			3	120		60												
2546	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	06.11.2019																							
2547	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	18.11.2019	6.35	0.87																					
2548	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	02.12.2019	5.85	0.73		1.7	6.9			10	200		90												
2549	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	09.12.2019	6.27	0.64																					
2550	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	06.01.2020	6.33	0.81		0.72	2.5			2	120		60												
2551	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	13.01.2020	6.05	0.71																					
2552	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	03.02.2020	6.29	0.7		0.72	2.6			2	87		50												
2553	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	10.02.2020	6.37	0.57																					
2554	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	17.02.2020	6.16	0.64																					
2555	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	24.02.2020	6.2	0.65																					
2556	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	02.03.2020	6.34	0.74		0.83	1.8			2	91		50												
2557	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	16.03.2020	6.05	0.61																					
2558	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	23.03.2020	6.34	0.71																					
2559	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	06.04.2020	6.49	0.77		0.6	1.8			2	100		40												
2560	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	27.04.2020	6.58	0.85			1.3																		
2561	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	04.05.2020	6.56	0.9			2																		
2562	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	11.05.2020	6.52	0.79		0.51	2			2	64		30												
2563	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	18.05.2020	6.58	0.72			2.4																		
2564	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	25.05.2020	6.47	0.66			2.8																		
2565	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	01.06.2020	6.6	0.82			2.1																		
2566	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	08.06.2020	6.66	0.83		0.28	2.5			2	62		30												
2567	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	22.06.2020	6.68	0.85																					
2568	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	06.07.2020	6.39	0.76		0.55	3.2			2	99		10												
2569	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	27.07.2020	6.42	0.84																					
2570	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	03.08.2020	6.39	0.81		0.72	4.9			2	140		30												
2571	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	10.08.2020	6.34	0.63																					
2572	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	24.08.2020	6.43	0.66																					
2573	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	07.09.2020	6.7	0.73		0.83	5.5			3	180		38												
2574	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	21.09.2020	6.2	0.63																					
2575	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	05.10.2020	6.2	0.56		0.94	4.9			3.3	210		38												
2576	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	21.10.2020	6.2	0.6																					
2577	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	02.11.2020	6	0.77		1.1	5.4			5.8	220		46												
2578	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	16.11.2020	6.1	0.42																					
2579	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	23.11.2020	6.2	0.87		0.94	3.6			6.1	190		98												
2580	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	30.11.2020	6	0.6																					
2581	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	07.12.2020	6.1	0.58		0.86	2.9			3.4	130		54												
2582	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	21.12.2020	6.2	0.59																					
2583	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	04.01.2021	6.2	0.59		0.94	3			3.1	140		63												
2584	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	18.01.2021	6.1	0.63																					
2585	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	02.02.2021	6.8	0.64		1.1	3.1			4.4	150		96												
2586	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	16.02.2021	6.4	0.8																					
2587	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	22.02.2021	6.1	0.59																					
2588	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	02.03.2021	6.3	0.53		0.9	3.1			4.8	180		93												
2589	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	08.03.2021	6.4	0.49																					
2590	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	15.03.2021	6.2	0.54																					
2591	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	22.03.2021	6.2	0.6																					
2592	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	08.04.2021	6.3	0.56		0.79	2.6			5.6	180		97												
2593	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	12.04.2021	6.3	0.57																					
2594	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	19.04.2021	6.3	0.65			2.4																		
2595	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	26.04.2021	6.3	0.57			2.3																		
2596	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	03.05.2021	6.5	0.63		0.68	2.4			2.8	110		53												
2597	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	11.05.2021	6.4	0.65			2.2																		
2598	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	18.05.2021	6.6	0.8			2.4																		
2599	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	25.05.2021	6.5	0.7			1.1																		
2600	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	31.05.2021	6.6	0.73			2.2																		
2601	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	07.06.2021	6.6	0.74		0.28	1.9			3.4	90		18												
2602	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	21.06.2021	6.4	0.64																					
2603	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	05.07.2021	6.7	0.77		0.41	3.2			3.7	120		23												
2604	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	02.08.2021	6.8	1.2		0.43	3.7			4.3	120		13												
2605	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	18.08.2021	6.8	0.92																					
2606	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	31.08.2021	6.8	0.95																					
2607	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	06.09.2021	6.8	0.87		0.28	3.4			3	150		5												
2608	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	22.09.2021	6.4	0.88																					
2609	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	04.10.2021	6.3	0.75		1.2	5.9			5.4	200		36												
2610	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	25.10.2021	6	0.51																					
2611	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	03.11.2021	6.4	0.58		0.77	3.8			5.4	150		46												
2612	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	15.11.2021	6.2	0.61																					
2613	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	01.12.2021	6.3	0.53																					
2614	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	03.12.2021																							
2615	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	06.12.2021	6	0.54		0.96	2.9			4.4	160		73												
2616	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	20.12.2021	6.5	0.68																					
2617	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	04.01.2022	6.1	0.59		0.19	2.9			6.6	160		79												
2618	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	17.01.2022	6.2	0.59																					
2619	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	31.01.2022	6.2	0.72		0.75	2			3.4	130		60												
2620	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	14.02.2022	6	0.79																					
2621	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	21.02.2022	6.1	0.77																					
2622	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	28.02.2022	6.2	0.77		0.75	1.7			2.1	130		70												
2623	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	07.03.2022	6.3	0.75																					
2624	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	16.03.2022	6.1	0.8																					
2625	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	21.03.2022	6.2	0.71																					
2626	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	28.03.2022	6.3	0.9																					
2627	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	04.04.2022	6.2	0.88		0.88	2.3			3.6	140		83												
2628	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	19.04.2022	6.4	0.89			1.7																		
2629	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	28.04.2022	6.6	1.1			1.7																		
2630	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	02.05.2022	6.7	0.97		0.62	1.7			2.6	96		47												
2631	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	10.05.2022	6.5	0.84			3.1																		
2632	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	18.05.2022	6.4	0.67			2.3																		
2633	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	23.05.2022	6.4	0.75			3.6																		
2634	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	30.05.2022	6.5	0.76			3																		
2635	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	07.06.2022	6.5	0.75		0.43	3			3.5	120		25												
2636	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	29.06.2022	6.3	0.61		0.51	4.4			5.3	200		28												
2637	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	25.07.2022	6.1	0.59																					
2638	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	01.08.2022	6.3	0.61		0.75	5.7			6.8	180		22												
2639	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	15.08.2022	6.2	0.51																					
2640	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	29.08.2022	6.2	0.47																					
2641	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	13.09.2022	5.9	0.51		0.96	6.3			7	200		30												
2642	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	21.09.2022	6.3	0.56																					
2643	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	04.10.2022	6	0.49		0.92	5.6			5.7	190		36												
2644	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	20.10.2022	6.3	0.54																					
2645	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	31.10.2022	6.1	0.57		1	4.3			5.2	150		49												
2646	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	21.11.2022	6.4	0.67																					
2647	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	28.11.2022	6.2	0.72																					
2648	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	05.12.2022	6.3	0.75		0.96	3.1			2.3	150		67												
2649	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	19.12.2022	6.2	0.74																					
2650	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	02.01.2023	6	0.57		1	2.7			6.9	190		120												
2651	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	16.01.2023	6.5	0.6																					
2652	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	30.01.2023	6.2	0.54		0.88	2.5			3.6	140		88												
2653	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	13.02.2023	6.3	0.54																					
2654	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	20.02.2023	6	0.57																					
2655	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	27.02.2023	6.1	0.56		0.88	2.2			3.2	160		82												
2656	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	13.03.2023	6.4	0.65																					
2657	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	20.03.2023	6.2	0.64																					
2658	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	27.03.2023	6.5	0.6																					
2659	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	03.04.2023	6.1	0.61		0.88	2.3			3.9	150		110												
2660	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	11.04.2023	6.6	0.67																					
2661	Yndelsdalselva	067-58825	Yndelsdalselva ved Fr?yset (VK6/BU17/FI1)	17.04.2023	6.6	0.68			2.2																		
